Reference, Reference URL, Secondary, Secondary URL, Pair Perpendicular Baseline (meters), Pair Temporal Baseline (days)
S1A_IW_SLC__1SDV_20240218T204329_20240218T204356_052618_065D86_5267,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240218T204329_20240218T204356_052618_065D86_5267.zip,S1A_IW_SLC__1SDV_20240313T204329_20240313T204356_052968_066975_EAE4,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240313T204329_20240313T204356_052968_066975_EAE4.zip,43,24
S1A_IW_SLC__1SDV_20240218T204329_20240218T204356_052618_065D86_5267,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240218T204329_20240218T204356_052618_065D86_5267.zip,S1A_IW_SLC__1SDV_20240325T204329_20240325T204356_053143_067021_98B4,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240325T204329_20240325T204356_053143_067021_98B4.zip,81,36
S1A_IW_SLC__1SDV_20240218T204329_20240218T204356_052618_065D86_5267,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240218T204329_20240218T204356_052618_065D86_5267.zip,S1A_IW_SLC__1SDV_20240406T204330_20240406T204357_053318_0676CF_C436,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240406T204330_20240406T204357_053318_0676CF_C436.zip,77,48
S1A_IW_SLC__1SDV_20240218T204329_20240218T204356_052618_065D86_5267,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240218T204329_20240218T204356_052618_065D86_5267.zip,S1A_IW_SLC__1SDV_20240418T204331_20240418T204358_053493_067DC3_3E08,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240418T204331_20240418T204358_053493_067DC3_3E08.zip,52,60
S1A_IW_SLC__1SDV_20240301T204329_20240301T204356_052793_06637F_E4DE,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240301T204329_20240301T204356_052793_06637F_E4DE.zip,S1A_IW_SLC__1SDV_20240313T204329_20240313T204356_052968_066975_EAE4,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240313T204329_20240313T204356_052968_066975_EAE4.zip,26,12
S1A_IW_SLC__1SDV_20240301T204329_20240301T204356_052793_06637F_E4DE,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240301T204329_20240301T204356_052793_06637F_E4DE.zip,S1A_IW_SLC__1SDV_20240325T204329_20240325T204356_053143_067021_98B4,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240325T204329_20240325T204356_053143_067021_98B4.zip,64,24
S1A_IW_SLC__1SDV_20240301T204329_20240301T204356_052793_06637F_E4DE,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240301T204329_20240301T204356_052793_06637F_E4DE.zip,S1A_IW_SLC__1SDV_20240406T204330_20240406T204357_053318_0676CF_C436,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240406T204330_20240406T204357_053318_0676CF_C436.zip,94,36
S1A_IW_SLC__1SDV_20240301T204329_20240301T204356_052793_06637F_E4DE,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240301T204329_20240301T204356_052793_06637F_E4DE.zip,S1A_IW_SLC__1SDV_20240418T204331_20240418T204358_053493_067DC3_3E08,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240418T204331_20240418T204358_053493_067DC3_3E08.zip,69,48
S1A_IW_SLC__1SDV_20240301T204329_20240301T204356_052793_06637F_E4DE,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240301T204329_20240301T204356_052793_06637F_E4DE.zip,S1A_IW_SLC__1SDV_20240430T204331_20240430T204358_053668_06849C_99E0,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240430T204331_20240430T204358_053668_06849C_99E0.zip,64,60
S1A_IW_SLC__1SDV_20240313T204329_20240313T204356_052968_066975_EAE4,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240313T204329_20240313T204356_052968_066975_EAE4.zip,S1A_IW_SLC__1SDV_20240325T204329_20240325T204356_053143_067021_98B4,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240325T204329_20240325T204356_053143_067021_98B4.zip,38,12
S1A_IW_SLC__1SDV_20240313T204329_20240313T204356_052968_066975_EAE4,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240313T204329_20240313T204356_052968_066975_EAE4.zip,S1A_IW_SLC__1SDV_20240406T204330_20240406T204357_053318_0676CF_C436,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240406T204330_20240406T204357_053318_0676CF_C436.zip,120,24
S1A_IW_SLC__1SDV_20240313T204329_20240313T204356_052968_066975_EAE4,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240313T204329_20240313T204356_052968_066975_EAE4.zip,S1A_IW_SLC__1SDV_20240418T204331_20240418T204358_053493_067DC3_3E08,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240418T204331_20240418T204358_053493_067DC3_3E08.zip,95,36
S1A_IW_SLC__1SDV_20240313T204329_20240313T204356_052968_066975_EAE4,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240313T204329_20240313T204356_052968_066975_EAE4.zip,S1A_IW_SLC__1SDV_20240430T204331_20240430T204358_053668_06849C_99E0,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240430T204331_20240430T204358_053668_06849C_99E0.zip,90,48
S1A_IW_SLC__1SDV_20240313T204329_20240313T204356_052968_066975_EAE4,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240313T204329_20240313T204356_052968_066975_EAE4.zip,S1A_IW_SLC__1SDV_20240512T204331_20240512T204358_053843_068B32_CC24,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240512T204331_20240512T204358_053843_068B32_CC24.zip,113,60
S1A_IW_SLC__1SDV_20240325T204329_20240325T204356_053143_067021_98B4,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240325T204329_20240325T204356_053143_067021_98B4.zip,S1A_IW_SLC__1SDV_20240406T204330_20240406T204357_053318_0676CF_C436,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240406T204330_20240406T204357_053318_0676CF_C436.zip,158,12
S1A_IW_SLC__1SDV_20240325T204329_20240325T204356_053143_067021_98B4,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240325T204329_20240325T204356_053143_067021_98B4.zip,S1A_IW_SLC__1SDV_20240418T204331_20240418T204358_053493_067DC3_3E08,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240418T204331_20240418T204358_053493_067DC3_3E08.zip,133,24
S1A_IW_SLC__1SDV_20240325T204329_20240325T204356_053143_067021_98B4,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240325T204329_20240325T204356_053143_067021_98B4.zip,S1A_IW_SLC__1SDV_20240430T204331_20240430T204358_053668_06849C_99E0,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240430T204331_20240430T204358_053668_06849C_99E0.zip,128,36
S1A_IW_SLC__1SDV_20240325T204329_20240325T204356_053143_067021_98B4,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240325T204329_20240325T204356_053143_067021_98B4.zip,S1A_IW_SLC__1SDV_20240512T204331_20240512T204358_053843_068B32_CC24,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240512T204331_20240512T204358_053843_068B32_CC24.zip,151,48
S1A_IW_SLC__1SDV_20240325T204329_20240325T204356_053143_067021_98B4,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240325T204329_20240325T204356_053143_067021_98B4.zip,S1A_IW_SLC__1SDV_20240524T204331_20240524T204358_054018_069133_86FA,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240524T204331_20240524T204358_054018_069133_86FA.zip,358,60
S1A_IW_SLC__1SDV_20240406T204330_20240406T204357_053318_0676CF_C436,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240406T204330_20240406T204357_053318_0676CF_C436.zip,S1A_IW_SLC__1SDV_20240418T204331_20240418T204358_053493_067DC3_3E08,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240418T204331_20240418T204358_053493_067DC3_3E08.zip,25,12
S1A_IW_SLC__1SDV_20240406T204330_20240406T204357_053318_0676CF_C436,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240406T204330_20240406T204357_053318_0676CF_C436.zip,S1A_IW_SLC__1SDV_20240430T204331_20240430T204358_053668_06849C_99E0,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240430T204331_20240430T204358_053668_06849C_99E0.zip,30,24
S1A_IW_SLC__1SDV_20240406T204330_20240406T204357_053318_0676CF_C436,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240406T204330_20240406T204357_053318_0676CF_C436.zip,S1A_IW_SLC__1SDV_20240512T204331_20240512T204358_053843_068B32_CC24,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240512T204331_20240512T204358_053843_068B32_CC24.zip,7,36
S1A_IW_SLC__1SDV_20240406T204330_20240406T204357_053318_0676CF_C436,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240406T204330_20240406T204357_053318_0676CF_C436.zip,S1A_IW_SLC__1SDV_20240524T204331_20240524T204358_054018_069133_86FA,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240524T204331_20240524T204358_054018_069133_86FA.zip,200,48
S1A_IW_SLC__1SDV_20240406T204330_20240406T204357_053318_0676CF_C436,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240406T204330_20240406T204357_053318_0676CF_C436.zip,S1A_IW_SLC__1SDV_20240605T204330_20240605T204357_054193_06973D_3685,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240605T204330_20240605T204357_054193_06973D_3685.zip,152,60
S1A_IW_SLC__1SDV_20240418T204331_20240418T204358_053493_067DC3_3E08,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240418T204331_20240418T204358_053493_067DC3_3E08.zip,S1A_IW_SLC__1SDV_20240430T204331_20240430T204358_053668_06849C_99E0,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240430T204331_20240430T204358_053668_06849C_99E0.zip,5,12
S1A_IW_SLC__1SDV_20240418T204331_20240418T204358_053493_067DC3_3E08,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240418T204331_20240418T204358_053493_067DC3_3E08.zip,S1A_IW_SLC__1SDV_20240512T204331_20240512T204358_053843_068B32_CC24,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240512T204331_20240512T204358_053843_068B32_CC24.zip,18,24
S1A_IW_SLC__1SDV_20240418T204331_20240418T204358_053493_067DC3_3E08,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240418T204331_20240418T204358_053493_067DC3_3E08.zip,S1A_IW_SLC__1SDV_20240524T204331_20240524T204358_054018_069133_86FA,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240524T204331_20240524T204358_054018_069133_86FA.zip,225,36
S1A_IW_SLC__1SDV_20240418T204331_20240418T204358_053493_067DC3_3E08,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240418T204331_20240418T204358_053493_067DC3_3E08.zip,S1A_IW_SLC__1SDV_20240605T204330_20240605T204357_054193_06973D_3685,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240605T204330_20240605T204357_054193_06973D_3685.zip,177,48
S1A_IW_SLC__1SDV_20240418T204331_20240418T204358_053493_067DC3_3E08,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240418T204331_20240418T204358_053493_067DC3_3E08.zip,S1A_IW_SLC__1SDV_20240617T204330_20240617T204359_054368_069D49_C894,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240617T204330_20240617T204359_054368_069D49_C894.zip,205,60
S1A_IW_SLC__1SDV_20240430T204331_20240430T204358_053668_06849C_99E0,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240430T204331_20240430T204358_053668_06849C_99E0.zip,S1A_IW_SLC__1SDV_20240512T204331_20240512T204358_053843_068B32_CC24,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240512T204331_20240512T204358_053843_068B32_CC24.zip,23,12
S1A_IW_SLC__1SDV_20240430T204331_20240430T204358_053668_06849C_99E0,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240430T204331_20240430T204358_053668_06849C_99E0.zip,S1A_IW_SLC__1SDV_20240524T204331_20240524T204358_054018_069133_86FA,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240524T204331_20240524T204358_054018_069133_86FA.zip,230,24
S1A_IW_SLC__1SDV_20240430T204331_20240430T204358_053668_06849C_99E0,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240430T204331_20240430T204358_053668_06849C_99E0.zip,S1A_IW_SLC__1SDV_20240605T204330_20240605T204357_054193_06973D_3685,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240605T204330_20240605T204357_054193_06973D_3685.zip,182,36
S1A_IW_SLC__1SDV_20240430T204331_20240430T204358_053668_06849C_99E0,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240430T204331_20240430T204358_053668_06849C_99E0.zip,S1A_IW_SLC__1SDV_20240617T204330_20240617T204359_054368_069D49_C894,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240617T204330_20240617T204359_054368_069D49_C894.zip,210,48
S1A_IW_SLC__1SDV_20240430T204331_20240430T204358_053668_06849C_99E0,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240430T204331_20240430T204358_053668_06849C_99E0.zip,S1A_IW_SLC__1SDV_20240629T204329_20240629T204356_054543_06A35E_F2B8,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240629T204329_20240629T204356_054543_06A35E_F2B8.zip,88,60
S1A_IW_SLC__1SDV_20240512T204331_20240512T204358_053843_068B32_CC24,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240512T204331_20240512T204358_053843_068B32_CC24.zip,S1A_IW_SLC__1SDV_20240524T204331_20240524T204358_054018_069133_86FA,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240524T204331_20240524T204358_054018_069133_86FA.zip,207,12
S1A_IW_SLC__1SDV_20240512T204331_20240512T204358_053843_068B32_CC24,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240512T204331_20240512T204358_053843_068B32_CC24.zip,S1A_IW_SLC__1SDV_20240605T204330_20240605T204357_054193_06973D_3685,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240605T204330_20240605T204357_054193_06973D_3685.zip,159,24
S1A_IW_SLC__1SDV_20240512T204331_20240512T204358_053843_068B32_CC24,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240512T204331_20240512T204358_053843_068B32_CC24.zip,S1A_IW_SLC__1SDV_20240617T204330_20240617T204359_054368_069D49_C894,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240617T204330_20240617T204359_054368_069D49_C894.zip,187,36
S1A_IW_SLC__1SDV_20240512T204331_20240512T204358_053843_068B32_CC24,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240512T204331_20240512T204358_053843_068B32_CC24.zip,S1A_IW_SLC__1SDV_20240629T204329_20240629T204356_054543_06A35E_F2B8,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240629T204329_20240629T204356_054543_06A35E_F2B8.zip,65,48
S1A_IW_SLC__1SDV_20240512T204331_20240512T204358_053843_068B32_CC24,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240512T204331_20240512T204358_053843_068B32_CC24.zip,S1A_IW_SLC__1SDV_20240711T204329_20240711T204356_054718_06A974_5D82,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240711T204329_20240711T204356_054718_06A974_5D82.zip,81,60
S1A_IW_SLC__1SDV_20240524T204331_20240524T204358_054018_069133_86FA,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240524T204331_20240524T204358_054018_069133_86FA.zip,S1A_IW_SLC__1SDV_20240605T204330_20240605T204357_054193_06973D_3685,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240605T204330_20240605T204357_054193_06973D_3685.zip,48,12
S1A_IW_SLC__1SDV_20240524T204331_20240524T204358_054018_069133_86FA,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240524T204331_20240524T204358_054018_069133_86FA.zip,S1A_IW_SLC__1SDV_20240617T204330_20240617T204359_054368_069D49_C894,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240617T204330_20240617T204359_054368_069D49_C894.zip,20,24
S1A_IW_SLC__1SDV_20240524T204331_20240524T204358_054018_069133_86FA,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240524T204331_20240524T204358_054018_069133_86FA.zip,S1A_IW_SLC__1SDV_20240629T204329_20240629T204356_054543_06A35E_F2B8,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240629T204329_20240629T204356_054543_06A35E_F2B8.zip,142,36
S1A_IW_SLC__1SDV_20240524T204331_20240524T204358_054018_069133_86FA,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240524T204331_20240524T204358_054018_069133_86FA.zip,S1A_IW_SLC__1SDV_20240711T204329_20240711T204356_054718_06A974_5D82,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240711T204329_20240711T204356_054718_06A974_5D82.zip,126,48
S1A_IW_SLC__1SDV_20240524T204331_20240524T204358_054018_069133_86FA,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240524T204331_20240524T204358_054018_069133_86FA.zip,S1A_IW_SLC__1SDV_20240723T204328_20240723T204355_054893_06AF89_FB50,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240723T204328_20240723T204355_054893_06AF89_FB50.zip,146,60
S1A_IW_SLC__1SDV_20240605T204330_20240605T204357_054193_06973D_3685,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240605T204330_20240605T204357_054193_06973D_3685.zip,S1A_IW_SLC__1SDV_20240617T204330_20240617T204359_054368_069D49_C894,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240617T204330_20240617T204359_054368_069D49_C894.zip,28,12
S1A_IW_SLC__1SDV_20240605T204330_20240605T204357_054193_06973D_3685,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240605T204330_20240605T204357_054193_06973D_3685.zip,S1A_IW_SLC__1SDV_20240629T204329_20240629T204356_054543_06A35E_F2B8,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240629T204329_20240629T204356_054543_06A35E_F2B8.zip,94,24
S1A_IW_SLC__1SDV_20240605T204330_20240605T204357_054193_06973D_3685,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240605T204330_20240605T204357_054193_06973D_3685.zip,S1A_IW_SLC__1SDV_20240711T204329_20240711T204356_054718_06A974_5D82,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240711T204329_20240711T204356_054718_06A974_5D82.zip,78,36
S1A_IW_SLC__1SDV_20240605T204330_20240605T204357_054193_06973D_3685,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240605T204330_20240605T204357_054193_06973D_3685.zip,S1A_IW_SLC__1SDV_20240723T204328_20240723T204355_054893_06AF89_FB50,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240723T204328_20240723T204355_054893_06AF89_FB50.zip,98,48
S1A_IW_SLC__1SDV_20240605T204330_20240605T204357_054193_06973D_3685,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240605T204330_20240605T204357_054193_06973D_3685.zip,S1A_IW_SLC__1SDV_20240804T204328_20240804T204355_055068_06B592_4428,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240804T204328_20240804T204355_055068_06B592_4428.zip,29,60
S1A_IW_SLC__1SDV_20240617T204330_20240617T204359_054368_069D49_C894,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240617T204330_20240617T204359_054368_069D49_C894.zip,S1A_IW_SLC__1SDV_20240629T204329_20240629T204356_054543_06A35E_F2B8,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240629T204329_20240629T204356_054543_06A35E_F2B8.zip,122,12
S1A_IW_SLC__1SDV_20240617T204330_20240617T204359_054368_069D49_C894,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240617T204330_20240617T204359_054368_069D49_C894.zip,S1A_IW_SLC__1SDV_20240711T204329_20240711T204356_054718_06A974_5D82,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240711T204329_20240711T204356_054718_06A974_5D82.zip,106,24
S1A_IW_SLC__1SDV_20240617T204330_20240617T204359_054368_069D49_C894,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240617T204330_20240617T204359_054368_069D49_C894.zip,S1A_IW_SLC__1SDV_20240723T204328_20240723T204355_054893_06AF89_FB50,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240723T204328_20240723T204355_054893_06AF89_FB50.zip,126,36
S1A_IW_SLC__1SDV_20240617T204330_20240617T204359_054368_069D49_C894,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240617T204330_20240617T204359_054368_069D49_C894.zip,S1A_IW_SLC__1SDV_20240804T204328_20240804T204355_055068_06B592_4428,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240804T204328_20240804T204355_055068_06B592_4428.zip,57,48
S1A_IW_SLC__1SDV_20240617T204330_20240617T204359_054368_069D49_C894,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240617T204330_20240617T204359_054368_069D49_C894.zip,S1A_IW_SLC__1SDV_20240816T204328_20240816T204355_055243_06BBF9_E926,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240816T204328_20240816T204355_055243_06BBF9_E926.zip,203,60
S1A_IW_SLC__1SDV_20240629T204329_20240629T204356_054543_06A35E_F2B8,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240629T204329_20240629T204356_054543_06A35E_F2B8.zip,S1A_IW_SLC__1SDV_20240711T204329_20240711T204356_054718_06A974_5D82,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240711T204329_20240711T204356_054718_06A974_5D82.zip,16,12
S1A_IW_SLC__1SDV_20240629T204329_20240629T204356_054543_06A35E_F2B8,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240629T204329_20240629T204356_054543_06A35E_F2B8.zip,S1A_IW_SLC__1SDV_20240723T204328_20240723T204355_054893_06AF89_FB50,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240723T204328_20240723T204355_054893_06AF89_FB50.zip,4,24
S1A_IW_SLC__1SDV_20240629T204329_20240629T204356_054543_06A35E_F2B8,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240629T204329_20240629T204356_054543_06A35E_F2B8.zip,S1A_IW_SLC__1SDV_20240804T204328_20240804T204355_055068_06B592_4428,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240804T204328_20240804T204355_055068_06B592_4428.zip,65,36
S1A_IW_SLC__1SDV_20240629T204329_20240629T204356_054543_06A35E_F2B8,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240629T204329_20240629T204356_054543_06A35E_F2B8.zip,S1A_IW_SLC__1SDV_20240816T204328_20240816T204355_055243_06BBF9_E926,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240816T204328_20240816T204355_055243_06BBF9_E926.zip,81,48
S1A_IW_SLC__1SDV_20240711T204329_20240711T204356_054718_06A974_5D82,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240711T204329_20240711T204356_054718_06A974_5D82.zip,S1A_IW_SLC__1SDV_20240723T204328_20240723T204355_054893_06AF89_FB50,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240723T204328_20240723T204355_054893_06AF89_FB50.zip,20,12
S1A_IW_SLC__1SDV_20240711T204329_20240711T204356_054718_06A974_5D82,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240711T204329_20240711T204356_054718_06A974_5D82.zip,S1A_IW_SLC__1SDV_20240804T204328_20240804T204355_055068_06B592_4428,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240804T204328_20240804T204355_055068_06B592_4428.zip,49,24
S1A_IW_SLC__1SDV_20240711T204329_20240711T204356_054718_06A974_5D82,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240711T204329_20240711T204356_054718_06A974_5D82.zip,S1A_IW_SLC__1SDV_20240816T204328_20240816T204355_055243_06BBF9_E926,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240816T204328_20240816T204355_055243_06BBF9_E926.zip,97,36
S1A_IW_SLC__1SDV_20240723T204328_20240723T204355_054893_06AF89_FB50,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240723T204328_20240723T204355_054893_06AF89_FB50.zip,S1A_IW_SLC__1SDV_20240804T204328_20240804T204355_055068_06B592_4428,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240804T204328_20240804T204355_055068_06B592_4428.zip,69,12
