Reference, Reference URL, Secondary, Secondary URL, Pair Perpendicular Baseline (meters), Pair Temporal Baseline (days)
S1A_IW_SLC__1SDV_20180719T204248_20180719T204315_022868_027AD9_202D,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180719T204248_20180719T204315_022868_027AD9_202D.zip,S1A_IW_SLC__1SDV_20180905T204251_20180905T204318_023568_029131_25C9,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180905T204251_20180905T204318_023568_029131_25C9.zip,71,48
S1A_IW_SLC__1SDV_20180719T204248_20180719T204315_022868_027AD9_202D,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180719T204248_20180719T204315_022868_027AD9_202D.zip,S1A_IW_SLC__1SDV_20180917T204316_20180917T204344_023743_0296C9_821F,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180917T204316_20180917T204344_023743_0296C9_821F.zip,71,60
S1A_IW_SLC__1SDV_20180719T204248_20180719T204315_022868_027AD9_202D,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180719T204248_20180719T204315_022868_027AD9_202D.zip,S1A_IW_SLC__1SDV_20180917T204252_20180917T204319_023743_0296C9_248C,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180917T204252_20180917T204319_023743_0296C9_248C.zip,30,60
S1A_IW_SLC__1SDV_20180731T204314_20180731T204342_023043_028063_C833,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180731T204314_20180731T204342_023043_028063_C833.zip,S1A_IW_SLC__1SDV_20180812T204315_20180812T204343_023218_0285F7_C830,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180812T204315_20180812T204343_023218_0285F7_C830.zip,96,12
S1A_IW_SLC__1SDV_20180731T204314_20180731T204342_023043_028063_C833,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180731T204314_20180731T204342_023043_028063_C833.zip,S1A_IW_SLC__1SDV_20180812T204250_20180812T204317_023218_0285F7_4839,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180812T204250_20180812T204317_023218_0285F7_4839.zip,58,12
S1A_IW_SLC__1SDV_20180731T204314_20180731T204342_023043_028063_C833,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180731T204314_20180731T204342_023043_028063_C833.zip,S1A_IW_SLC__1SDV_20180824T204251_20180824T204318_023393_028B99_5D81,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180824T204251_20180824T204318_023393_028B99_5D81.zip,24,24
S1A_IW_SLC__1SDV_20180731T204314_20180731T204342_023043_028063_C833,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180731T204314_20180731T204342_023043_028063_C833.zip,S1A_IW_SLC__1SDV_20180905T204316_20180905T204344_023568_029131_BAF1,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180905T204316_20180905T204344_023568_029131_BAF1.zip,115,36
S1A_IW_SLC__1SDV_20180731T204314_20180731T204342_023043_028063_C833,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180731T204314_20180731T204342_023043_028063_C833.zip,S1A_IW_SLC__1SDV_20180905T204251_20180905T204318_023568_029131_25C9,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180905T204251_20180905T204318_023568_029131_25C9.zip,75,36
S1A_IW_SLC__1SDV_20180731T204314_20180731T204342_023043_028063_C833,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180731T204314_20180731T204342_023043_028063_C833.zip,S1A_IW_SLC__1SDV_20180917T204316_20180917T204344_023743_0296C9_821F,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180917T204316_20180917T204344_023743_0296C9_821F.zip,75,48
S1A_IW_SLC__1SDV_20180731T204314_20180731T204342_023043_028063_C833,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180731T204314_20180731T204342_023043_028063_C833.zip,S1A_IW_SLC__1SDV_20180917T204252_20180917T204319_023743_0296C9_248C,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180917T204252_20180917T204319_023743_0296C9_248C.zip,34,48
S1A_IW_SLC__1SDV_20180731T204314_20180731T204342_023043_028063_C833,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180731T204314_20180731T204342_023043_028063_C833.zip,S1A_IW_SLC__1SDV_20180929T204317_20180929T204344_023918_029C78_5088,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180929T204317_20180929T204344_023918_029C78_5088.zip,68,60
S1A_IW_SLC__1SDV_20180731T204314_20180731T204342_023043_028063_C833,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180731T204314_20180731T204342_023043_028063_C833.zip,S1A_IW_SLC__1SDV_20180929T204252_20180929T204319_023918_029C78_79CB,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180929T204252_20180929T204319_023918_029C78_79CB.zip,28,60
S1A_IW_SLC__1SDV_20180731T204249_20180731T204316_023043_028063_B276,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180731T204249_20180731T204316_023043_028063_B276.zip,S1A_IW_SLC__1SDV_20180812T204315_20180812T204343_023218_0285F7_C830,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180812T204315_20180812T204343_023218_0285F7_C830.zip,117,12
S1A_IW_SLC__1SDV_20180731T204249_20180731T204316_023043_028063_B276,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180731T204249_20180731T204316_023043_028063_B276.zip,S1A_IW_SLC__1SDV_20180812T204250_20180812T204317_023218_0285F7_4839,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180812T204250_20180812T204317_023218_0285F7_4839.zip,79,12
S1A_IW_SLC__1SDV_20180731T204249_20180731T204316_023043_028063_B276,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180731T204249_20180731T204316_023043_028063_B276.zip,S1A_IW_SLC__1SDV_20180824T204251_20180824T204318_023393_028B99_5D81,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180824T204251_20180824T204318_023393_028B99_5D81.zip,45,24
S1A_IW_SLC__1SDV_20180731T204249_20180731T204316_023043_028063_B276,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180731T204249_20180731T204316_023043_028063_B276.zip,S1A_IW_SLC__1SDV_20180905T204316_20180905T204344_023568_029131_BAF1,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180905T204316_20180905T204344_023568_029131_BAF1.zip,136,36
S1A_IW_SLC__1SDV_20180731T204249_20180731T204316_023043_028063_B276,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180731T204249_20180731T204316_023043_028063_B276.zip,S1A_IW_SLC__1SDV_20180905T204251_20180905T204318_023568_029131_25C9,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180905T204251_20180905T204318_023568_029131_25C9.zip,96,36
S1A_IW_SLC__1SDV_20180731T204249_20180731T204316_023043_028063_B276,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180731T204249_20180731T204316_023043_028063_B276.zip,S1A_IW_SLC__1SDV_20180917T204316_20180917T204344_023743_0296C9_821F,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180917T204316_20180917T204344_023743_0296C9_821F.zip,96,48
S1A_IW_SLC__1SDV_20180731T204249_20180731T204316_023043_028063_B276,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180731T204249_20180731T204316_023043_028063_B276.zip,S1A_IW_SLC__1SDV_20180917T204252_20180917T204319_023743_0296C9_248C,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180917T204252_20180917T204319_023743_0296C9_248C.zip,55,48
S1A_IW_SLC__1SDV_20180731T204249_20180731T204316_023043_028063_B276,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180731T204249_20180731T204316_023043_028063_B276.zip,S1A_IW_SLC__1SDV_20180929T204317_20180929T204344_023918_029C78_5088,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180929T204317_20180929T204344_023918_029C78_5088.zip,89,60
S1A_IW_SLC__1SDV_20180731T204249_20180731T204316_023043_028063_B276,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180731T204249_20180731T204316_023043_028063_B276.zip,S1A_IW_SLC__1SDV_20180929T204252_20180929T204319_023918_029C78_79CB,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180929T204252_20180929T204319_023918_029C78_79CB.zip,49,60
S1A_IW_SLC__1SDV_20180812T204315_20180812T204343_023218_0285F7_C830,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180812T204315_20180812T204343_023218_0285F7_C830.zip,S1A_IW_SLC__1SDV_20180824T204251_20180824T204318_023393_028B99_5D81,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180824T204251_20180824T204318_023393_028B99_5D81.zip,72,12
S1A_IW_SLC__1SDV_20180812T204315_20180812T204343_023218_0285F7_C830,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180812T204315_20180812T204343_023218_0285F7_C830.zip,S1A_IW_SLC__1SDV_20180905T204316_20180905T204344_023568_029131_BAF1,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180905T204316_20180905T204344_023568_029131_BAF1.zip,19,24
S1A_IW_SLC__1SDV_20180812T204315_20180812T204343_023218_0285F7_C830,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180812T204315_20180812T204343_023218_0285F7_C830.zip,S1A_IW_SLC__1SDV_20180905T204251_20180905T204318_023568_029131_25C9,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180905T204251_20180905T204318_023568_029131_25C9.zip,21,24
S1A_IW_SLC__1SDV_20180812T204315_20180812T204343_023218_0285F7_C830,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180812T204315_20180812T204343_023218_0285F7_C830.zip,S1A_IW_SLC__1SDV_20180917T204316_20180917T204344_023743_0296C9_821F,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180917T204316_20180917T204344_023743_0296C9_821F.zip,21,36
S1A_IW_SLC__1SDV_20180812T204315_20180812T204343_023218_0285F7_C830,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180812T204315_20180812T204343_023218_0285F7_C830.zip,S1A_IW_SLC__1SDV_20180917T204252_20180917T204319_023743_0296C9_248C,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180917T204252_20180917T204319_023743_0296C9_248C.zip,62,36
S1A_IW_SLC__1SDV_20180812T204315_20180812T204343_023218_0285F7_C830,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180812T204315_20180812T204343_023218_0285F7_C830.zip,S1A_IW_SLC__1SDV_20180929T204317_20180929T204344_023918_029C78_5088,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180929T204317_20180929T204344_023918_029C78_5088.zip,28,48
S1A_IW_SLC__1SDV_20180812T204315_20180812T204343_023218_0285F7_C830,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180812T204315_20180812T204343_023218_0285F7_C830.zip,S1A_IW_SLC__1SDV_20180929T204252_20180929T204319_023918_029C78_79CB,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180929T204252_20180929T204319_023918_029C78_79CB.zip,68,48
S1A_IW_SLC__1SDV_20180812T204315_20180812T204343_023218_0285F7_C830,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180812T204315_20180812T204343_023218_0285F7_C830.zip,S1A_IW_SLC__1SDV_20181011T204317_20181011T204345_024093_02A236_A44F,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181011T204317_20181011T204345_024093_02A236_A44F.zip,34,60
S1A_IW_SLC__1SDV_20180812T204315_20180812T204343_023218_0285F7_C830,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180812T204315_20180812T204343_023218_0285F7_C830.zip,S1A_IW_SLC__1SDV_20181011T204252_20181011T204319_024093_02A236_0CD2,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181011T204252_20181011T204319_024093_02A236_0CD2.zip,13,60
S1A_IW_SLC__1SDV_20180812T204250_20180812T204317_023218_0285F7_4839,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180812T204250_20180812T204317_023218_0285F7_4839.zip,S1A_IW_SLC__1SDV_20180824T204251_20180824T204318_023393_028B99_5D81,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180824T204251_20180824T204318_023393_028B99_5D81.zip,34,12
S1A_IW_SLC__1SDV_20180812T204250_20180812T204317_023218_0285F7_4839,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180812T204250_20180812T204317_023218_0285F7_4839.zip,S1A_IW_SLC__1SDV_20180905T204316_20180905T204344_023568_029131_BAF1,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180905T204316_20180905T204344_023568_029131_BAF1.zip,57,24
S1A_IW_SLC__1SDV_20180812T204250_20180812T204317_023218_0285F7_4839,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180812T204250_20180812T204317_023218_0285F7_4839.zip,S1A_IW_SLC__1SDV_20180905T204251_20180905T204318_023568_029131_25C9,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180905T204251_20180905T204318_023568_029131_25C9.zip,17,24
S1A_IW_SLC__1SDV_20180812T204250_20180812T204317_023218_0285F7_4839,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180812T204250_20180812T204317_023218_0285F7_4839.zip,S1A_IW_SLC__1SDV_20180917T204316_20180917T204344_023743_0296C9_821F,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180917T204316_20180917T204344_023743_0296C9_821F.zip,17,36
S1A_IW_SLC__1SDV_20180812T204250_20180812T204317_023218_0285F7_4839,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180812T204250_20180812T204317_023218_0285F7_4839.zip,S1A_IW_SLC__1SDV_20180917T204252_20180917T204319_023743_0296C9_248C,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180917T204252_20180917T204319_023743_0296C9_248C.zip,24,36
S1A_IW_SLC__1SDV_20180812T204250_20180812T204317_023218_0285F7_4839,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180812T204250_20180812T204317_023218_0285F7_4839.zip,S1A_IW_SLC__1SDV_20180929T204317_20180929T204344_023918_029C78_5088,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180929T204317_20180929T204344_023918_029C78_5088.zip,10,48
S1A_IW_SLC__1SDV_20180812T204250_20180812T204317_023218_0285F7_4839,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180812T204250_20180812T204317_023218_0285F7_4839.zip,S1A_IW_SLC__1SDV_20180929T204252_20180929T204319_023918_029C78_79CB,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180929T204252_20180929T204319_023918_029C78_79CB.zip,30,48
S1A_IW_SLC__1SDV_20180812T204250_20180812T204317_023218_0285F7_4839,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180812T204250_20180812T204317_023218_0285F7_4839.zip,S1A_IW_SLC__1SDV_20181011T204317_20181011T204345_024093_02A236_A44F,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181011T204317_20181011T204345_024093_02A236_A44F.zip,72,60
S1A_IW_SLC__1SDV_20180812T204250_20180812T204317_023218_0285F7_4839,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180812T204250_20180812T204317_023218_0285F7_4839.zip,S1A_IW_SLC__1SDV_20181011T204252_20181011T204319_024093_02A236_0CD2,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181011T204252_20181011T204319_024093_02A236_0CD2.zip,51,60
S1A_IW_SLC__1SDV_20180824T204251_20180824T204318_023393_028B99_5D81,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180824T204251_20180824T204318_023393_028B99_5D81.zip,S1A_IW_SLC__1SDV_20180905T204316_20180905T204344_023568_029131_BAF1,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180905T204316_20180905T204344_023568_029131_BAF1.zip,91,12
S1A_IW_SLC__1SDV_20180824T204251_20180824T204318_023393_028B99_5D81,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180824T204251_20180824T204318_023393_028B99_5D81.zip,S1A_IW_SLC__1SDV_20180905T204251_20180905T204318_023568_029131_25C9,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180905T204251_20180905T204318_023568_029131_25C9.zip,51,12
S1A_IW_SLC__1SDV_20180824T204251_20180824T204318_023393_028B99_5D81,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180824T204251_20180824T204318_023393_028B99_5D81.zip,S1A_IW_SLC__1SDV_20180917T204316_20180917T204344_023743_0296C9_821F,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180917T204316_20180917T204344_023743_0296C9_821F.zip,51,24
S1A_IW_SLC__1SDV_20180824T204251_20180824T204318_023393_028B99_5D81,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180824T204251_20180824T204318_023393_028B99_5D81.zip,S1A_IW_SLC__1SDV_20180917T204252_20180917T204319_023743_0296C9_248C,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180917T204252_20180917T204319_023743_0296C9_248C.zip,10,24
S1A_IW_SLC__1SDV_20180824T204251_20180824T204318_023393_028B99_5D81,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180824T204251_20180824T204318_023393_028B99_5D81.zip,S1A_IW_SLC__1SDV_20180929T204317_20180929T204344_023918_029C78_5088,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180929T204317_20180929T204344_023918_029C78_5088.zip,44,36
S1A_IW_SLC__1SDV_20180824T204251_20180824T204318_023393_028B99_5D81,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180824T204251_20180824T204318_023393_028B99_5D81.zip,S1A_IW_SLC__1SDV_20180929T204252_20180929T204319_023918_029C78_79CB,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180929T204252_20180929T204319_023918_029C78_79CB.zip,4,36
S1A_IW_SLC__1SDV_20180824T204251_20180824T204318_023393_028B99_5D81,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180824T204251_20180824T204318_023393_028B99_5D81.zip,S1A_IW_SLC__1SDV_20181011T204317_20181011T204345_024093_02A236_A44F,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181011T204317_20181011T204345_024093_02A236_A44F.zip,106,48
S1A_IW_SLC__1SDV_20180824T204251_20180824T204318_023393_028B99_5D81,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180824T204251_20180824T204318_023393_028B99_5D81.zip,S1A_IW_SLC__1SDV_20181011T204252_20181011T204319_024093_02A236_0CD2,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181011T204252_20181011T204319_024093_02A236_0CD2.zip,85,48
S1A_IW_SLC__1SDV_20180824T204251_20180824T204318_023393_028B99_5D81,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180824T204251_20180824T204318_023393_028B99_5D81.zip,S1A_IW_SLC__1SDV_20181023T204317_20181023T204345_024268_02A7E7_5233,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181023T204317_20181023T204345_024268_02A7E7_5233.zip,91,60
S1A_IW_SLC__1SDV_20180824T204251_20180824T204318_023393_028B99_5D81,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180824T204251_20180824T204318_023393_028B99_5D81.zip,S1A_IW_SLC__1SDV_20181023T204252_20181023T204319_024268_02A7E7_167A,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181023T204252_20181023T204319_024268_02A7E7_167A.zip,53,60
S1A_IW_SLC__1SDV_20180905T204316_20180905T204344_023568_029131_BAF1,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180905T204316_20180905T204344_023568_029131_BAF1.zip,S1A_IW_SLC__1SDV_20180917T204316_20180917T204344_023743_0296C9_821F,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180917T204316_20180917T204344_023743_0296C9_821F.zip,40,12
S1A_IW_SLC__1SDV_20180905T204316_20180905T204344_023568_029131_BAF1,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180905T204316_20180905T204344_023568_029131_BAF1.zip,S1A_IW_SLC__1SDV_20180917T204252_20180917T204319_023743_0296C9_248C,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180917T204252_20180917T204319_023743_0296C9_248C.zip,81,12
S1A_IW_SLC__1SDV_20180905T204316_20180905T204344_023568_029131_BAF1,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180905T204316_20180905T204344_023568_029131_BAF1.zip,S1A_IW_SLC__1SDV_20180929T204317_20180929T204344_023918_029C78_5088,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180929T204317_20180929T204344_023918_029C78_5088.zip,47,24
S1A_IW_SLC__1SDV_20180905T204316_20180905T204344_023568_029131_BAF1,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180905T204316_20180905T204344_023568_029131_BAF1.zip,S1A_IW_SLC__1SDV_20180929T204252_20180929T204319_023918_029C78_79CB,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180929T204252_20180929T204319_023918_029C78_79CB.zip,87,24
S1A_IW_SLC__1SDV_20180905T204316_20180905T204344_023568_029131_BAF1,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180905T204316_20180905T204344_023568_029131_BAF1.zip,S1A_IW_SLC__1SDV_20181011T204317_20181011T204345_024093_02A236_A44F,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181011T204317_20181011T204345_024093_02A236_A44F.zip,15,36
S1A_IW_SLC__1SDV_20180905T204316_20180905T204344_023568_029131_BAF1,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180905T204316_20180905T204344_023568_029131_BAF1.zip,S1A_IW_SLC__1SDV_20181011T204252_20181011T204319_024093_02A236_0CD2,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181011T204252_20181011T204319_024093_02A236_0CD2.zip,6,36
S1A_IW_SLC__1SDV_20180905T204316_20180905T204344_023568_029131_BAF1,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180905T204316_20180905T204344_023568_029131_BAF1.zip,S1A_IW_SLC__1SDV_20181023T204317_20181023T204345_024268_02A7E7_5233,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181023T204317_20181023T204345_024268_02A7E7_5233.zip,0,48
S1A_IW_SLC__1SDV_20180905T204316_20180905T204344_023568_029131_BAF1,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180905T204316_20180905T204344_023568_029131_BAF1.zip,S1A_IW_SLC__1SDV_20181023T204252_20181023T204319_024268_02A7E7_167A,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181023T204252_20181023T204319_024268_02A7E7_167A.zip,38,48
S1A_IW_SLC__1SDV_20180905T204316_20180905T204344_023568_029131_BAF1,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180905T204316_20180905T204344_023568_029131_BAF1.zip,S1A_IW_SLC__1SDV_20181104T204317_20181104T204345_024443_02ADD3_90B2,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181104T204317_20181104T204345_024443_02ADD3_90B2.zip,1,60
S1A_IW_SLC__1SDV_20180905T204316_20180905T204344_023568_029131_BAF1,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180905T204316_20180905T204344_023568_029131_BAF1.zip,S1A_IW_SLC__1SDV_20181104T204252_20181104T204319_024443_02ADD3_A443,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181104T204252_20181104T204319_024443_02ADD3_A443.zip,22,60
S1A_IW_SLC__1SDV_20180905T204251_20180905T204318_023568_029131_25C9,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180905T204251_20180905T204318_023568_029131_25C9.zip,S1A_IW_SLC__1SDV_20180917T204316_20180917T204344_023743_0296C9_821F,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180917T204316_20180917T204344_023743_0296C9_821F.zip,0,12
S1A_IW_SLC__1SDV_20180905T204251_20180905T204318_023568_029131_25C9,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180905T204251_20180905T204318_023568_029131_25C9.zip,S1A_IW_SLC__1SDV_20180917T204252_20180917T204319_023743_0296C9_248C,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180917T204252_20180917T204319_023743_0296C9_248C.zip,41,12
S1A_IW_SLC__1SDV_20180905T204251_20180905T204318_023568_029131_25C9,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180905T204251_20180905T204318_023568_029131_25C9.zip,S1A_IW_SLC__1SDV_20180929T204317_20180929T204344_023918_029C78_5088,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180929T204317_20180929T204344_023918_029C78_5088.zip,7,24
S1A_IW_SLC__1SDV_20180905T204251_20180905T204318_023568_029131_25C9,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180905T204251_20180905T204318_023568_029131_25C9.zip,S1A_IW_SLC__1SDV_20180929T204252_20180929T204319_023918_029C78_79CB,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180929T204252_20180929T204319_023918_029C78_79CB.zip,47,24
